Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
221,700786,B. Sears,Ben Sears,Sears,Ben,P,Omaha Storm Chasers,OMA,541,Omaha,aaa,KC,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,AAX,KC,R,R,24.0,25,135,2,218.0,3370,923,2.1%,92.7,93.3,13.0,5.75,20.9%,6.3%,65.8%,52.9%,15.7%,62.7%,61.7%,19.88%,47.44%,28.6%,24.0%,17.4%,29.1%,76.0%,11.1%,.298,.305,20.34,.006
221,815148,N. German,Nestor German,German,Nestor,P,Norfolk Tides,NOR,568,Norfolk,aaa,BAL,Norfolk Tides,NOR,568,Norfolk,AAA,BAL,R,R,23.0,24,52,42,218.0,3486,893,42.5%,93.4,94.5,21.6,6.12,29.3%,8.3%,64.7%,50.6%,14.8%,64.7%,62.1%,25.68%,56.20%,30.9%,33.3%,23.4%,30.6%,66.7%,16.5%,.251,.270,55.06,.016
223,702431,J. Amarante,Juan Amarante,Amarante,Juan,P,Jersey Shore BlueClaws,JS,427,Jersey Shore,afa,PHI,Jersey Shore BlueClaws,JS,427,Jersey Shore,AFA,PHI,L,L,20.0,22,70,37,217.1,3585,936,37.3%,90.2,91.6,18.5,5.88,26.0%,11.0%,62.3%,46.9%,21.2%,60.5%,61.0%,24.51%,55.09%,30.1%,30.4%,20.8%,27.7%,69.6%,12.8%,.288,.311,32.97,.009
224,687074,T. Owens,Tyler Owens,Owens,Tyler,P,Erie SeaWolves,ERI,106,Erie,aax,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,R,R,23.1,25,135,20,217.0,3756,957,52.8%,95.0,96.6,17.2,6.20,23.3%,9.5%,64.0%,52.6%,14.9%,60.1%,58.8%,17.86%,45.43%,29.2%,29.2%,22.3%,26.3%,70.8%,13.8%,.288,.318,40.97,.011
224,800514,C. Espinosa,Carlos Espinosa,Espinosa,Carlos,P,Rocket City Trash Pandas,RCT,559,Rocket City,aax,LAA,Rocket City Trash Pandas,RCT,559,Rocket City,AAX,LAA,R,R,23.0,24,109,16,217.0,3695,953,53.3%,94.1,95.6,19.7,5.89,28.2%,10.5%,63.0%,47.8%,21.0%,62.6%,61.5%,23.29%,57.99%,30.0%,34.0%,24.3%,29.7%,66.0%,17.8%,.283,.309,36.28,.010
224,687916,J. Jasiak,Jack Jasiak,Jasiak,Jack,P,Akron RubberDucks,AKR,402,Akron,aax,CLE,Columbus Clippers,COL,445,Columbus,AAA,CLE,R,R,23.5,25,112,2,217.0,3706,964,17.4%,92.2,94.3,16.8,6.07,21.2%,8.6%,63.8%,49.3%,17.0%,64.7%,63.1%,18.24%,45.20%,27.1%,25.4%,19.5%,28.0%,74.6%,14.5%,.297,.318,25.92,.007
227,678883,Y. Jimenez,Yeuris Jimenez,Jimenez,Yeuris,P,Wilmington Blue Rocks,WIL,426,Wilmington,afa,WSH,Wilmington Blue Rocks,WIL,426,Wilmington,AFA,WSH,R,R,22.9,25,151,0,215.0,3905,990,27.7%,93.9,94.8,12.5,6.08,23.8%,13.9%,60.1%,44.4%,21.7%,57.5%,53.2%,22.35%,51.92%,29.6%,32.4%,20.2%,28.3%,67.6%,12.4%,.306,.319,32.81,.008
228,685464,C. Winquest,Cade Winquest,Winquest,Cade,P,Memphis Redbirds,MEM,235,Memphis,aaa,STL,Memphis Redbirds,MEM,235,Memphis,AAA,STL,R,R,24.3,25,60,38,214.2,3533,930,54.8%,95.2,96.5,15.8,6.61,24.0%,10.0%,62.4%,52.1%,16.0%,59.1%,56.6%,22.65%,54.44%,27.9%,24.9%,17.1%,25.0%,75.1%,13.4%,.278,.305,36.21,.010
229,801737,L. Martinez,Liomar Martinez,Martinez,Liomar,P,Beloit Sky Carp,BEL,554,Beloit,afa,MIA,Beloit Sky Carp,BEL,554,Beloit,AFA,MIA,R,R,19.0,20,60,47,214.1,3653,960,38.6%,92.4,93.6,18.0,6.23,23.4%,11.8%,60.3%,47.1%,22.8%,58.5%,57.5%,21.53%,54.49%,28.1%,27.0%,18.4%,24.3%,73.0%,15.6%,.292,.319,24.65,.007
229,671969,A. Tulloch,Adam Tulloch,Tulloch,Adam,P,Akron RubberDucks,AKR,402,Akron,aax,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,L,L,24.0,25,94,21,214.1,3831,948,10.0%,91.8,92.6,17.1,6.31,24.5%,12.6%,60.5%,47.7%,19.3%,58.8%,56.0%,22.22%,48.66%,28.2%,28.2%,21.5%,24.7%,71.8%,13.8%,.297,.319,28.33,.007
231,814803,L. Martin,Logan Martin,Martin,Logan,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Richmond Flying Squirrels,RIC,3410,Richmond,AAX,SF,R,R,23.4,24,54,44,213.2,3430,882,50.4%,93.9,95.3,19.9,6.62,22.6%,8.5%,63.3%,51.9%,15.0%,60.0%,60.0%,20.46%,48.40%,28.0%,25.4%,18.9%,26.0%,74.6%,14.3%,.278,.278,35.26,.010
232,800286,W. Aracena,Wellington Aracena,Aracena,Wellington,P,Hillsboro Hops,HIL,419,Hillsboro,afa,AZ,Hillsboro Hops,HIL,419,Hillsboro,AFA,AZ,R,R,19.4,21,67,44,213.0,3519,940,48.7%,95.8,97.9,15.9,6.17,27.9%,15.4%,58.4%,43.2%,23.3%,57.4%,54.4%,28.47%,69.30%,30.8%,33.9%,21.0%,24.5%,66.1%,10.7%,.273,.280,40.67,.012
233,812160,L. Rodriguez,Luis Rodriguez,Rodriguez,Luis,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,20.8,22,62,23,212.0,3361,904,21.1%,88.5,90.4,15.9,6.53,23.2%,9.2%,62.1%,48.4%,19.5%,59.0%,59.1%,22.20%,51.24%,28.0%,27.0%,20.6%,24.8%,73.0%,12.3%,.286,.303,22.69,.007
234,701195,M. Castro,Manuel Castro,Castro,Manuel,P,San Antonio Missions,SA,510,San Antonio,aax,SD,San Antonio Missions,SA,510,San Antonio,AAX,SD,R,R,22.3,23,122,10,211.0,3522,909,46.0%,93.5,95.0,18.8,5.84,28.7%,10.2%,63.2%,49.1%,17.6%,60.3%,60.5%,23.64%,58.58%,31.1%,30.3%,21.4%,26.4%,69.7%,14.5%,.273,.310,30.36,.009
234,691013,J. Savacool,Jason Savacool,Savacool,Jason,P,Peoria Chiefs,PEO,443,Peoria,afa,STL,Peoria Chiefs,PEO,443,Peoria,AFA,STL,R,R,22.6,23,53,37,211.0,3510,870,19.7%,90.8,91.4,14.4,5.59,21.3%,11.3%,58.5%,46.5%,20.2%,58.6%,54.5%,19.19%,50.18%,26.6%,26.6%,16.0%,23.8%,73.4%,12.8%,.291,.298,36.52,.010
236,682944,T. Yulie,Tyrone Yulie,Yulie,Tyrone,P,Altoona Curve,ALT,452,Altoona,aax,PIT,Altoona Curve,ALT,452,Altoona,AAX,PIT,R,R,22.7,24,79,38,210.2,3622,941,28.9%,93.4,94.8,16.0,6.54,23.8%,13.9%,61.2%,45.8%,18.8%,60.7%,59.4%,21.76%,51.98%,28.6%,29.3%,23.2%,27.6%,70.7%,14.9%,.313,.319,24.94,.007
236,703496,M. Graves,Mavis Graves,Graves,Mavis,P,Jersey Shore BlueClaws,JS,427,Jersey Shore,afa,PHI,Jersey Shore BlueClaws,JS,427,Jersey Shore,AFA,PHI,L,L,20.9,22,53,51,210.2,3762,944,20.8%,90.9,92.3,16.6,6.19,30.2%,12.5%,60.5%,45.0%,20.5%,59.3%,55.5%,26.54%,60.51%,31.8%,35.3%,25.1%,27.6%,64.7%,12.8%,.277,.324,38.39,.010
238,703895,G. Rosario,Gerlin Rosario,Rosario,Gerlin,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Lansing Lugnuts,LAN,499,Lansing,AFA,ATH,R,R,22.3,24,100,8,210.1,3184,870,41.9%,90.9,91.8,19.0,5.68,24.6%,7.8%,64.4%,47.0%,15.8%,63.0%,56.3%,28.71%,52.69%,29.3%,29.8%,21.1%,29.5%,70.2%,16.2%,.273,.272,33.53,.011
239,681217,C. Silseth,Chase Silseth,Silseth,Chase,P,Los Angeles Angels,LAA,108,LA Angels,mlb,LAA,Salt Lake Bees,SL,561,Salt Lake,AAA,LAA,R,R,23.8,25,58,43,210.0,3381,865,36.9%,94.6,95.5,15.4,5.67,27.7%,10.4%,62.6%,47.4%,20.2%,62.1%,57.5%,23.80%,58.26%,29.6%,31.3%,19.6%,29.8%,68.7%,13.9%,.289,.286,32.47,.010
240,688354,H. Minton,Hayden Minton,Minton,Hayden,P,West Michigan Whitecaps,WM,582,West Michigan,afa,DET,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,L,R,23.9,25,52,43,209.2,3609,917,7.4%,92.6,94.1,16.0,6.93,25.6%,8.8%,63.2%,49.1%,17.1%,61.6%,61.0%,19.83%,55.80%,28.1%,24.4%,17.7%,26.8%,75.6%,16.6%,.280,.315,30.16,.008
241,692593,I. Luciano,Ismael Luciano,Luciano,Ismael,P,ACL Rockies,A-RCK,1994,ACL Rockies,rok,COL,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,R,R,21.2,23,63,31,209.0,3459,962,29.2%,94.2,95.3,14.8,5.52,20.1%,12.2%,58.4%,44.6%,23.1%,54.9%,55.2%,23.27%,59.07%,26.3%,26.6%,16.8%,22.0%,73.4%,14.7%,.326,.360,-6.27,-.002
242,695001,A. Santa,Alimber Santa,Santa,Alimber,P,Sugar Land Space Cowboys,SUG,5434,Sugar Land,aaa,HOU,Sugar Land Space Cowboys,SUG,5434,Sugar Land,AAA,HOU,R,R,21.5,22,103,19,208.2,3738,940,34.2%,95.1,96.4,17.6,5.88,28.1%,15.0%,59.3%,46.3%,19.6%,57.2%,53.8%,23.38%,62.46%,31.0%,30.1%,20.9%,23.8%,69.9%,13.8%,.300,.313,17.18,.005
242,702418,J. Reynoso,Juan Reynoso,Reynoso,Juan,P,Beloit Sky Carp,BEL,554,Beloit,afa,MIA,Beloit Sky Carp,BEL,554,Beloit,AFA,MIA,R,R,20.3,22,119,15,208.2,3896,977,55.3%,92.7,94.9,19.4,6.48,22.7%,16.4%,58.2%,45.1%,20.6%,52.9%,53.6%,22.69%,53.08%,27.6%,27.5%,19.0%,23.2%,72.5%,15.9%,.327,.344,19.18,.005
242,800045,A. Cruz,Anthony Cruz,Cruz,Anthony,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,21.9,23,63,22,208.2,3425,893,37.6%,91.0,92.3,17.6,5.22,25.3%,10.6%,61.2%,45.7%,20.6%,61.4%,58.3%,23.33%,55.99%,29.4%,29.2%,19.9%,25.7%,70.8%,14.4%,.291,.296,16.16,.005
242,683093,H. Mullins,Hayden Mullins,Mullins,Hayden,P,Portland Sea Dogs,POR,546,Portland,aax,BOS,Portland Sea Dogs,POR,546,Portland,AAX,BOS,L,L,24.3,25,51,45,208.2,3455,876,10.0%,92.4,93.0,18.8,6.63,31.4%,12.1%,60.8%,48.0%,17.5%,57.9%,58.2%,28.45%,61.89%,32.6%,36.1%,26.1%,25.7%,63.9%,11.6%,.277,.280,32.71,.009
242,694581,D. Carmouche,Dylan Carmouche,Carmouche,Dylan,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Richmond Flying Squirrels,RIC,3410,Richmond,AAX,SF,S,L,23.4,24,51,39,208.2,3303,871,25.6%,88.8,89.4,18.2,6.27,24.1%,9.4%,63.9%,50.0%,14.9%,60.0%,60.8%,23.17%,49.06%,31.0%,32.7%,24.9%,27.4%,67.3%,13.0%,.295,.318,29.21,.009
247,694545,J. Nezuh,Jackson Nezuh,Nezuh,Jackson,P,Corpus Christi Hooks,CC,482,Corpus Christi,aax,HOU,Corpus Christi Hooks,CC,482,Corpus Christi,AAX,HOU,R,R,22.9,24,50,36,208.1,3501,878,46.4%,92.4,93.6,20.8,6.49,27.0%,9.3%,63.1%,51.8%,14.3%,62.9%,60.3%,20.74%,56.65%,28.5%,28.6%,23.9%,24.4%,71.4%,16.2%,.266,.294,38.89,.011
248,687881,K. Egbert,Kenten Egbert,Egbert,Kenten,P,South Bend Cubs,SB,550,South Bend,afa,CHC,South Bend Cubs,SB,550,South Bend,AFA,CHC,R,R,23.6,24,52,33,207.2,3234,870,41.1%,91.1,92.2,19.0,6.03,20.1%,6.9%,64.3%,50.8%,15.6%,61.8%,60.3%,19.78%,44.00%,27.6%,24.1%,16.7%,25.8%,75.9%,17.6%,.276,.296,31.22,.010
249,814489,B. Wichrowski,Brett Wichrowski,Wichrowski,Brett,P,Biloxi Shuckers,BLX,5015,Biloxi,aax,MIL,Biloxi Shuckers,BLX,5015,Biloxi,AAX,MIL,L,R,22.5,23,47,45,207.0,3446,899,36.5%,94.7,96.0,14.3,6.67,19.5%,9.9%,61.5%,51.0%,16.2%,60.2%,60.5%,18.28%,44.41%,26.1%,25.2%,17.3%,24.7%,74.8%,13.9%,.300,.312,22.85,.007
250,814783,C. Anderson,Casey Anderson,Anderson,Casey,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,R,R,24.4,25,64,40,206.2,3649,961,7.4%,92.7,94.0,11.2,6.23,21.6%,11.2%,59.7%,49.3%,18.2%,55.0%,57.7%,22.40%,51.14%,27.0%,24.6%,17.8%,23.9%,75.4%,16.1%,.330,.347,-3.54,-.001
251,813349,C. Early,Connelly Early,Early,Connelly,P,Boston Red Sox,BOS,111,Boston,mlb,BOS,Worcester Red Sox,WOR,533,Worcester,AAA,BOS,L,L,22.7,24,45,42,206.0,3388,870,13.8%,93.2,93.7,15.9,6.53,31.5%,9.1%,64.3%,49.9%,15.6%,63.3%,61.8%,27.04%,56.96%,33.0%,34.0%,24.5%,29.9%,66.0%,17.4%,.266,.277,41.42,.012
252,699707,D. Pulido,Danyony Pulido,Pulido,Danyony,P,Jersey Shore BlueClaws,JS,427,Jersey Shore,afa,PHI,Jersey Shore BlueClaws,JS,427,Jersey Shore,AFA,PHI,R,R,21.8,23,73,38,205.0,3422,847,70.9%,91.9,94.9,20.2,6.17,25.9%,13.3%,58.8%,44.0%,22.7%,58.6%,55.2%,20.27%,57.05%,28.0%,25.9%,21.7%,21.3%,74.1%,9.2%,.270,.271,22.47,.007
253,702604,M. Kennedy,Michael Kennedy,Kennedy,Michael,P,Lake County Captains,LC,437,Lake County,afa,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,L,L,19.8,21,52,35,204.2,3238,867,30.2%,89.7,90.9,14.4,6.59,26.8%,9.3%,64.2%,49.9%,16.2%,62.6%,63.1%,25.16%,53.93%,31.4%,31.4%,21.9%,27.8%,68.6%,12.2%,.280,.302,34.50,.011
254,696091,M. Santy,Marino Santy,Santy,Marino,P,Knoxville Smokies,KNX,553,Knoxville,aax,CHC,South Bend Cubs,SB,550,South Bend,AFA,CHC,L,L,22.3,24,84,28,204.1,3840,938,48.9%,92.6,93.8,14.0,6.37,24.9%,17.7%,55.7%,43.7%,23.8%,52.2%,49.9%,22.37%,57.93%,27.6%,28.5%,19.6%,21.3%,71.5%,9.3%,.315,.323,7.07,.002
254,805723,J. Lyons,Jared Lyons,Lyons,Jared,P,Chattanooga Lookouts,CHA,498,Chattanooga,aax,CIN,Chattanooga Lookouts,CHA,498,Chattanooga,AAX,CIN,R,R,24.0,25,55,38,204.1,3227,861,48.4%,92.6,93.6,20.0,6.54,25.2%,10.6%,64.0%,52.5%,16.4%,63.3%,62.8%,23.15%,53.39%,30.3%,30.3%,22.5%,27.2%,69.7%,19.9%,.295,.300,34.57,.011
254,694818,H. Owen,Hunter Owen,Owen,Hunter,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,AAX,KC,R,L,23.0,24,48,41,204.1,3321,873,39.5%,92.0,93.5,19.3,6.41,22.2%,8.6%,62.9%,50.9%,15.0%,60.4%,55.7%,20.73%,46.81%,27.2%,26.4%,20.6%,25.1%,73.6%,14.9%,.293,.307,21.46,.006
257,683988,R. Perez,Railin Perez,Perez,Railin,P,Corpus Christi Hooks,CC,482,Corpus Christi,aax,HOU,Corpus Christi Hooks,CC,482,Corpus Christi,AAX,HOU,R,R,22.8,24,134,0,204.0,3613,916,11.6%,92.1,92.8,9.9,5.96,27.0%,13.9%,58.8%,45.7%,20.7%,56.9%,55.0%,26.23%,59.01%,29.7%,30.1%,20.8%,23.8%,69.9%,13.3%,.287,.308,21.88,.006
257,806258,T. White,Thomas White,White,Thomas,P,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,aaa,MIA,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,AAA,MIA,L,L,20.3,21,49,48,204.0,3619,866,32.0%,95.1,96.3,18.0,6.16,34.2%,12.0%,62.1%,48.6%,17.7%,61.0%,57.6%,24.73%,59.71%,32.6%,36.3%,26.2%,27.6%,63.7%,11.0%,.256,.275,52.53,.015
259,671737,T. Bradley,Taj Bradley,Bradley,Taj,P,Minnesota Twins,MIN,142,Minnesota,mlb,MIN,St. Paul Saints,STP,1960,St. Paul,AAA,MIN,R,R,21.9,25,44,44,203.1,3212,831,54.8%,95.1,96.4,20.7,6.02,25.8%,7.2%,64.8%,51.5%,16.3%,64.7%,59.3%,21.13%,52.82%,28.1%,28.2%,21.6%,29.3%,71.8%,17.9%,.290,.291,30.11,.009
259,806293,P. Martin,Payton Martin,Martin,Payton,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,R,R,20.3,21,57,53,203.1,3238,858,41.6%,93.7,95.1,18.6,6.61,22.5%,9.4%,62.8%,49.4%,16.1%,60.4%,57.5%,22.99%,50.62%,29.5%,30.1%,20.9%,26.5%,69.9%,16.5%,.299,.309,21.55,.007
261,801249,J. Mendez,Julio Mendez,Mendez,Julio,P,Jupiter Hammerheads,JUP,479,Jupiter,afx,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,L,L,19.6,21,56,43,203.0,3470,886,54.5%,91.5,93.0,19.1,6.17,24.9%,11.1%,60.4%,47.0%,22.2%,57.3%,51.7%,24.89%,54.57%,28.7%,27.6%,20.3%,23.9%,72.4%,13.0%,.273,.298,41.81,.012
262,694753,K. Curtis,Khristian Curtis,Curtis,Khristian,P,Altoona Curve,ALT,452,Altoona,aax,PIT,Altoona Curve,ALT,452,Altoona,AAX,PIT,R,R,22.9,23,49,46,202.2,3350,863,48.2%,95.0,96.1,19.1,6.39,25.5%,10.4%,61.9%,48.0%,17.7%,60.7%,60.5%,22.15%,53.51%,30.3%,31.3%,21.1%,26.9%,68.7%,16.6%,.273,.304,36.28,.011
263,702273,N. Schultz,Noah Schultz,Schultz,Noah,P,Chicago White Sox,CWS,145,Chi White Sox,mlb,CWS,Charlotte Knights,CLT,494,Charlotte,AAA,CWS,L,L,21.2,22,53,52,202.1,3267,836,11.3%,94.2,96.2,11.0,6.01,29.7%,9.2%,63.9%,52.5%,15.1%,62.7%,59.5%,27.59%,58.15%,31.5%,29.6%,21.3%,26.8%,70.4%,13.3%,.261,.284,43.23,.013
264,801221,P. Garcia,Pedro Garcia,Garcia,Pedro,P,Lakeland Flying Tigers,LAK,570,Lakeland,afx,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,R,R,22.3,24,73,28,201.2,3185,877,28.4%,92.0,93.0,19.4,5.55,21.2%,10.7%,63.6%,45.4%,21.1%,61.3%,61.1%,19.81%,50.45%,28.8%,29.3%,19.4%,30.0%,70.7%,11.2%,.299,.328,28.69,.009
264,800573,V. Cabreja,Victor Cabreja,Cabreja,Victor,P,Greensboro Grasshoppers,GBO,477,Greensboro,afa,PIT,Greensboro Grasshoppers,GBO,477,Greensboro,AFA,PIT,L,L,22.3,24,67,26,201.2,2933,830,40.2%,88.6,89.6,21.7,5.69,17.0%,8.8%,65.8%,51.9%,15.6%,61.8%,62.6%,18.47%,40.26%,26.7%,21.0%,15.6%,27.2%,79.0%,15.0%,.290,.293,27.80,.009
266,692179,T. Ireland,Thomas Ireland,Ireland,Thomas,P,Round Rock Express,RR,102,Round Rock,aaa,TEX,Round Rock Express,RR,102,Round Rock,AAA,TEX,L,L,22.3,23,61,19,201.1,3127,844,9.1%,91.0,91.4,15.0,5.30,23.7%,7.5%,65.1%,50.6%,16.0%,64.5%,63.9%,19.38%,49.42%,29.5%,27.1%,18.1%,28.0%,72.9%,14.2%,.279,.292,28.57,.009
266,813895,C. Avant,Corey Avant,Avant,Corey,P,Midland RockHounds,MID,237,Midland,aax,ATH,Midland RockHounds,MID,237,Midland,AAX,ATH,R,R,23.2,24,72,32,201.1,3692,918,53.8%,94.2,95.8,19.9,6.06,23.2%,12.2%,59.0%,47.7%,19.2%,56.9%,55.3%,19.09%,52.08%,26.8%,25.5%,16.2%,24.3%,74.5%,17.8%,.301,.344,12.65,.003
